4.24|4.176669
4.06|3.926313
4.22|4.14835
3.4|3.25125
4.2|3.824233
3.39|3.203401
4.25|4.357897
3.98|4.292835
3.36|3.356372
3.61|3.640766
4.24|3.805998
3.69|3.993945
4.05|4.173781
4.14|4.338792
4.55|4.482507
4.06|4.016673
2.99|3.249766
4.3|4.173066
3.67|3.470474
2.82|3.270342
4.3|4.211403
4.42|4.378325
4.06|3.742591
4.42|4.143232
4.19|3.756476
4.24|4.21208
4.16|4.326803
4.13|4.110515
3.51|3.550086
3.7|3.762159
4.01|4.107107
2.08|4.402709
4.37|4.389381
4.29|4.365262
4.22|4.145432
3.86|3.84057
4.28|4.289823
3.4|3.306756
4.09|4.265052
3.98|3.310806
4.06|4.16115
3.11|3.311973
4.05|4.049046
4.31|4.208322
2.68|3.43351
4.28|4.137748
3.32|3.792934
3.45|3.689577
3.9|4.079267
3.81|3.034274
4.28|4.282351
4.05|3.741994
4.3|3.964068
4.33|4.257655
4.07|4.042111
4.38|4.23766
3.68|3.941307
3.96|3.852431
4.3|4.224968
4.07|4.178711
3.0|3.356372
2.84|3.099917
4.46|4.342862
4.35|4.279442
3.78|3.574203
4.43|4.415725
3.01|3.604279
4.29|4.509653
4.16|4.012095
3.31|2.80626
4.4|4.384265
4.21|4.467047
4.29|4.253627
2.96|3.102421
4.12|4.077661
4.4|4.243965
4.17|3.991518
3.96|3.712899
4.12|3.950859
3.35|3.853489
4.26|3.551099
4.37|4.248296
3.39|3.861793
3.73|3.957829
3.3|3.432928
3.74|3.205946
4.26|3.650887
4.24|4.207489
3.96|3.915182
4.35|4.164304
3.81|4.048864
4.1|3.794901
3.91|4.155468
3.56|3.69259
4.42|4.095193
4.08|4.222526
3.76|3.800507
4.16|3.84266
4.17|4.051803
4.39|4.356862
4.32|4.255302
3.76|4.206245
3.99|4.33357
2.61|3.722168
4.0|4.123501
4.04|3.572471
4.25|4.38745
3.75|3.90767
3.5|3.796905
4.09|4.335249
3.71|3.876667
3.65|3.477251
4.39|4.27879
4.28|3.83048
3.18|3.137563
3.78|4.262782
3.9|3.847673
3.97|4.100202
3.8|4.105004
3.91|4.202905
3.75|3.861793
3.97|3.245364
3.27|3.799288
4.2|4.15351
4.38|4.509653
3.99|4.218489
4.13|4.326845
4.03|3.377722
4.1|4.024827
4.31|3.887978
3.78|3.439781
4.31|4.191531
3.66|3.767325
3.97|4.225605
4.02|3.799511
3.54|3.780404
3.6|3.385429
3.28|3.523251
4.12|4.067668
3.91|3.853936
3.14|3.354962
3.98|3.770911
3.5|3.311788
4.04|3.776873
4.26|4.124764
3.32|3.37689
3.53|3.649355
3.92|3.938994
4.13|4.188226
3.35|3.331677
4.36|4.165988
3.3|3.392657
4.23|4.260967
4.16|3.788612
3.86|3.679554
3.75|3.706424
3.91|3.893185
3.45|3.471011
4.0|4.306033
4.28|3.915589
2.61|3.245146
4.37|4.348403
4.35|4.389166
4.35|4.41727
2.84|2.634748
4.45|4.257649
3.9|4.224655
4.36|4.348665
4.02|4.026119
4.17|4.251274
4.29|4.169375
3.96|3.931438
4.19|3.853936
2.71|3.140308
4.3|4.135783
4.35|4.278653
4.23|4.36479
4.39|4.348564
2.29|3.010327
3.66|3.722061
4.28|4.22863
3.96|3.713321
4.23|4.07939
4.21|4.186433
4.37|4.189042
3.7|4.129845
2.37|2.707997
3.84|3.839934
3.27|3.242181
3.51|3.448569
4.26|4.31906
3.41|3.423986
3.81|3.846776
3.46|2.996152
3.66|3.549013
4.05|3.917911
3.65|3.737897
4.26|4.415577
3.98|3.932349
2.4|3.330271
4.35|4.189042
3.6|3.820204
4.21|4.174625
3.93|3.393616
3.64|3.715941
3.88|3.619579
2.66|2.789356
4.21|4.051704
3.87|4.189315
3.7|4.139818
4.14|4.183023
3.98|3.724207
