4.24|4.007098
4.06|3.972172
4.22|4.090447
3.4|3.526493
4.2|3.458891
3.39|3.436124
4.25|4.330015
3.98|4.281366
3.36|3.201623
3.61|3.66717
4.24|3.905192
3.69|3.635632
4.05|4.116517
4.14|4.257512
4.55|4.436047
4.06|4.175889
2.99|3.253071
4.3|4.275159
3.67|3.465625
2.82|3.128863
4.3|4.210167
4.42|4.30642
4.06|4.318656
4.42|4.137456
4.19|3.820454
4.24|4.237536
4.16|4.312702
4.13|4.248303
3.51|3.593038
3.7|3.71561
4.01|4.057109
2.08|4.158073
4.37|4.367417
4.29|4.287115
4.22|4.208159
3.86|3.817321
4.28|4.241216
3.4|3.215733
4.09|4.05963
3.98|4.180413
4.06|3.915425
3.11|3.014148
4.05|4.18099
4.31|4.191173
2.68|3.502662
4.28|3.858939
3.32|3.664879
3.45|3.764034
3.9|3.93482
3.81|3.653433
4.28|4.087181
4.05|4.317706
4.3|4.050562
4.33|4.293451
4.07|3.903676
4.38|4.227979
3.68|3.968428
3.96|3.8845
4.3|4.316901
4.07|4.156194
3.0|3.201623
2.84|3.176325
4.46|4.383055
4.35|4.271833
3.78|3.519182
4.43|4.277143
3.01|3.727766
4.29|4.350251
4.16|3.888947
3.31|2.766309
4.4|4.339932
4.21|4.371797
4.29|4.144366
2.96|3.065889
4.12|4.406042
4.4|4.194137
4.17|4.010814
3.96|3.685144
4.12|3.942879
3.35|3.919723
4.26|3.869697
4.37|4.319502
3.39|3.874883
3.73|4.058682
3.3|3.63703
3.74|3.257046
4.26|4.135496
4.24|4.258597
3.96|3.838247
4.35|4.201384
3.81|3.662307
4.1|3.650419
3.91|4.23651
3.56|3.891656
4.42|4.319104
4.08|4.236943
3.76|3.862757
4.16|3.773003
4.17|4.234163
4.39|4.315774
4.32|4.176163
3.76|4.212835
3.99|4.369978
2.61|3.45466
4.0|4.11295
4.04|3.574207
4.25|4.352812
3.75|4.099237
3.5|4.012119
4.09|4.371331
3.71|3.660688
3.65|3.731454
4.39|4.226107
4.28|3.791373
3.18|3.052616
3.78|4.367493
3.9|3.773836
3.97|3.928161
3.8|3.881615
3.91|4.311457
3.75|3.874883
3.97|3.924565
3.27|3.52565
4.2|4.128234
4.38|4.350251
3.99|4.030263
4.13|4.354783
4.03|3.400125
4.1|4.076887
4.31|4.333693
3.78|3.55437
4.31|4.173564
3.66|3.7154
3.97|4.070632
4.02|3.709358
3.54|3.750004
3.6|3.716207
3.28|3.616023
4.12|4.037465
3.91|3.903272
3.14|3.306685
3.98|3.728659
3.5|3.220407
4.04|3.396975
4.26|4.10091
3.32|3.5266
3.53|3.690831
3.92|3.767023
4.13|4.30656
3.35|3.444837
4.36|4.331633
3.3|3.458117
4.23|4.176238
4.16|3.828398
3.86|3.626297
3.75|3.748804
3.91|3.942855
3.45|3.553891
4.0|4.147879
4.28|3.967109
2.61|3.180911
4.37|4.208327
4.35|4.357342
4.35|4.323501
2.84|2.84852
4.45|4.321937
3.9|4.229888
4.36|4.292678
4.02|3.955683
4.17|4.256535
4.29|4.076317
3.96|3.560792
4.19|3.903272
2.71|3.058927
4.3|4.135327
4.35|4.257637
4.23|4.314511
4.39|4.309834
2.29|2.930511
3.66|3.466239
4.28|4.124173
3.96|3.738869
4.23|4.136003
4.21|4.208426
4.37|4.173425
