4.24|4.189417
4.06|3.938629
4.22|4.089857
3.4|3.469154
4.2|3.802997
3.39|3.405952
4.25|4.351337
3.98|4.284435
3.36|3.208992
3.61|3.629656
4.24|3.91973
3.69|3.664074
4.05|4.090167
4.14|4.263779
4.55|4.451553
4.06|4.192985
2.99|3.252562
4.3|4.285019
3.67|3.473063
2.82|3.075955
4.3|4.198046
4.42|4.283935
4.06|4.035381
4.42|4.127263
4.19|3.772756
4.24|4.256348
4.16|4.33189
4.13|4.274711
3.51|3.576118
3.7|3.726612
4.01|4.067534
2.08|4.196713
4.37|4.366782
4.29|4.305946
4.22|4.224622
3.86|3.770435
4.28|4.237196
3.4|3.215362
4.09|4.081814
3.98|4.154442
4.06|3.989083
3.11|3.578772
4.05|4.066678
4.31|4.180178
2.68|3.497651
4.28|4.149601
3.32|3.626877
3.45|3.795804
3.9|3.918774
3.81|3.705475
4.28|4.107155
4.05|4.033617
4.3|4.002928
4.33|4.300037
4.07|3.986973
4.38|4.229782
3.68|3.937918
3.96|3.868492
4.3|4.332654
4.07|4.16911
3.0|3.208992
2.84|3.196508
4.46|4.366254
4.35|4.294986
3.78|3.53879
4.43|4.290075
3.01|3.771489
4.29|4.359393
4.16|3.854763
3.31|2.758243
4.4|4.316751
4.21|4.337775
4.29|4.129529
2.96|3.143077
4.12|4.066153
4.4|4.169391
4.17|3.973792
3.96|4.03648
4.12|3.912349
3.35|3.883684
4.26|3.884451
4.37|4.298029
3.39|3.864063
3.73|4.076519
3.3|3.422121
3.74|3.244733
4.26|4.151127
4.24|4.262748
3.96|3.84126
4.35|4.175981
3.81|3.714295
4.1|3.624128
3.91|4.25753
3.56|3.864683
4.42|4.293951
4.08|4.218704
3.76|3.833332
4.16|3.721603
4.17|4.252597
4.39|4.305666
4.32|4.196675
3.76|4.21326
3.99|4.388823
2.61|3.349628
4.0|4.126183
4.04|3.547775
4.25|4.370275
3.75|3.891708
3.5|4.255003
4.09|4.371353
3.71|3.682138
3.65|3.689717
4.39|4.201259
4.28|3.766979
3.18|3.018155
3.78|4.345059
3.9|4.137568
3.97|3.926046
3.8|4.003564
3.91|4.333664
3.75|3.864063
3.97|3.948233
3.27|3.420186
4.2|4.104747
4.38|4.359393
3.99|4.220222
4.13|4.372277
4.03|3.463281
4.1|4.055698
4.31|4.337911
3.78|3.522379
4.31|4.158497
3.66|3.706677
3.97|4.060865
4.02|3.72155
